"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","DocumentUrl","DOI"
"162 fugitives arrested in St. Louis area in crackdown on violent crime","","Robert Patrick,","St. Louis Post - Dispatch","Newspapers","","","","2019-11-15","Nov 15, 2019","A.4","","","19309600","","","ENG","https://www.proquest.com/docview/2314552599?accountid=11226&bdid=72302&_bd=OhKpkioA5CWiM5gODak5iDD1Ar4%3D",""
"Mayor Pete's South Bend Record","","","Wall Street Journal","Newspapers","","","","2019-11-23","Nov 23, 2019","A.12","","","00999660","","","ENG","https://www.proquest.com/docview/2316971721?accountid=11226&bdid=72302&_bd=TYowzg%2BtrxJ9D4m0CEe1R060qvc%3D",""
"Was Ward right about gun-free zone toll?","GOP chairwoman's statement on mass shootings investigated","","Arizona Republic","Newspapers","","","","2019-09-29","Sep 29, 2019","A.1","","","08928711","","","ENG","https://www.proquest.com/docview/2611167979?accountid=11226&bdid=72302&_bd=xt5XGBv9AHwK0uh6epxB8qLqbQw%3D",""
"The era of predictive policing; Crime-targeting technology can enhance public safety. But it also raises privacy and profiling issues.","","","Los Angeles Times","Newspapers","","","","2019-03-17","Mar 17, 2019","A.19","","A.19","04583035","","","ENG","https://www.proquest.com/docview/2191945014?accountid=11226&bdid=72302&_bd=5DlDXPe%2BL2N1K%2BzeVVv9FzgcXQs%3D",""
"Biden Reckons With a History Of Filling Jails","[News; Series]","Sheryl Gay Stolberg; Herndon, Astead W","New York Times","Newspapers","","","","2019-06-26","Jun 26, 2019","A.1","","A.1","03624331","","","ENG","https://www.proquest.com/docview/2246595440?accountid=11226&bdid=72302&_bd=3Dzsa17pq0oEqCKPM82ceV%2FitaA%3D",""
"Mayor calls for audit of LAPD unit; Garcetti says he's 'deeply concerned' by a finding that black drivers are stopped at an unusually high rate.","","Chang, Cindy","Los Angeles Times","Newspapers","","","","2019-01-29","Jan 29, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2171952836?accountid=11226&bdid=72302&_bd=Wq%2BGfO1XCfOgTFbJv34%2FoPWvqnc%3D",""
"How to Close Rikers Island","[Editorial]","","New York Times","Newspapers","","","","2019-10-14","Oct 14, 2019","A.26","","A.26","03624331","","","ENG","https://www.proquest.com/docview/2304778515?accountid=11226&bdid=72302&_bd=bE9ieFhksdhLqZ9o54PeJjibNFg%3D",""
"Was Ward right about gun-free zone toll?","GOP chairwoman's statement on mass shootings investigated","Ludden, Nicole","Arizona Republic","Newspapers","","","","2019-09-29","Sep 29, 2019","A.1","","","08928711","","","ENG","https://www.proquest.com/docview/2298971447?accountid=11226&bdid=72302&_bd=gB7G9GHYJuHTZwjBEf9D%2FyBPXz4%3D",""
"Tamsen Reed: St. Louis curbed violent crime before. Where did we go right?","","Reed, Tamsen","St. Louis Post - Dispatch","Newspapers","","","","2019-09-19","Sep 19, 2019","A.13","","","19309600","","","ENG","https://www.proquest.com/docview/2293992090?accountid=11226&bdid=72302&_bd=BUBtVq4ykIJKimixHQVuK7ExALg%3D",""
"How Not to Stop Domestic Violence","","Goodmark, Leigh","New York Times","Newspapers","","","","2019-07-24","Jul 24, 2019","A.27","","","","","","ENG","https://www.proquest.com/docview/2289573627?accountid=11226&bdid=72302&_bd=9iGHH7AH1A%2FCUe3fTuno69%2FZGzY%3D",""
"Editorial: St. Louis study spotlights common sense that more guns yield deadlier crimes.","","","St. Louis Post - Dispatch","Newspapers","","","","2019-07-02","Jul 2, 2019","A.8","","","19309600","","","ENG","https://www.proquest.com/docview/2251072828?accountid=11226&bdid=72302&_bd=0Am3IInSoHEBvzeGpev3ODTDh9w%3D",""
"Upward Mobility: Bloomberg Grovels Over Stop and Frisk","","Riley, Jason L","Wall Street Journal","Newspapers","","","","2019-11-20","Nov 20, 2019","A.17","","","00999660","","","ENG","https://www.proquest.com/docview/2315775094?accountid=11226&bdid=72302&_bd=3UZ1fY6C0JyMWUFQddZrInchuBI%3D",""
"'I'm going to kill someone, or someone will kill me' [Corrected 08/10/2019]","How a Southwest Side bungalow became a refuge from violent street life","Buckley, Madeline","Chicago Tribune","Newspapers","","","","2019-08-08","Aug 8, 2019","1","","","10856706","","","ENG","https://www.proquest.com/docview/2269327675?accountid=11226&bdid=72302&_bd=9l9xM9X4tY9POEy3Uw4XzfopMqo%3D",""
"Still lying about crime and illegal immigrants","","Montini, Ed","Arizona Republic","Newspapers","","","","2019-05-17","May 17, 2019","A.3","","","08928711","","","ENG","https://www.proquest.com/docview/2226373555?accountid=11226&bdid=72302&_bd=2RyJSIzP1ONy9mg1oNgGfUMUQLY%3D",""
"Make it easier to compensate crime victims; A pending bill would give them extra time to apply for funds. But more can be done to help.","","","Los Angeles Times","Newspapers","","","","2019-07-01","Jul 1, 2019","A.11","","A.11","04583035","","","ENG","https://www.proquest.com/docview/2249642442?accountid=11226&bdid=72302&_bd=ost%2FZJIi57QFU%2BwuWC0HGPKZHrA%3D",""
"Parson says state will put 'boots on ground' Oct. 1 to help St. Louis police","","Schlinkmann, Mark","St. Louis Post - Dispatch","Newspapers","","","","2019-09-20","Sep 20, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2293988427?accountid=11226&bdid=72302&_bd=jHRWv1phPHh2CjVDnC5ZBGu6YVQ%3D",""
"Assaults Linked To Hate Crimes Were Up in 2018, According to F.B.I.","[National Desk]","Hassan, Adeel","New York Times","Newspapers","","","","2019-11-13","Nov 13, 2019","A.14","","A.14","03624331","","","ENG","https://www.proquest.com/docview/2313836990?accountid=11226&bdid=72302&_bd=kZyoh5wRl9Utvbfo8Kn5snFwSP8%3D",""
"Step to Let Marijuana Slide in Baltimore, but Not Everyone Agrees","[National Desk]","Dewan, Shaila","New York Times","Newspapers","","","","2019-01-30","Jan 30, 2019","A.1","","A.1","03624331","","","ENG","https://www.proquest.com/docview/2172523591?accountid=11226&bdid=72302&_bd=eROCVfnTPe2LXMP1mFwnQ2m%2FAPs%3D",""
"Immigrant Families to Be Held Longer --- New rules superseding limits on how long children can be detained to face court challenges","","Hackman, Michelle","Wall Street Journal","Newspapers","","","","2019-08-22","Aug 22, 2019","A.1","","","00999660","","","ENG","https://www.proquest.com/docview/2277250111?accountid=11226&bdid=72302&_bd=iv34%2FqKxQkC%2FBqguk%2Fvn1zX6KhI%3D",""
"Repurposing CPS schools: There's life after closings","","","Chicago Tribune","Newspapers","","","","2019-04-01","Apr 1, 2019","13","","","10856706","","","ENG","https://www.proquest.com/docview/2200604955?accountid=11226&bdid=72302&_bd=dgcL4UJTY8fObNrX0HdSBAAgnSY%3D",""
"Data Policing Effort Is Spiked Over Bias Fears","","Puente, Mark","Los Angeles Times","Newspapers","","","","2019-04-13","Apr 13, 2019","B.1","","","","","","ENG","https://www.proquest.com/docview/2262917555?accountid=11226&bdid=72302&_bd=GUbaxkzsKt22Ki6ILhStviuST5k%3D",""
"Gilbert's the best city in Arizona to raise a family, WalletHub says","","O'Sullivan, Serena","Arizona Republic","Newspapers","","","","2019-07-31","Jul 31, 2019","Z.55","","","08928711","","","ENG","https://www.proquest.com/docview/2266830690?accountid=11226&bdid=72302&_bd=RTCDZruAr9J6EghVM7CLFvAusoc%3D",""
"Obituaries: Rapper Wanted His Fans To Learn Job Skills","","Hagerty, James R; Lovett, Ian","Wall Street Journal","Newspapers","","","","2019-04-06","Apr 6, 2019","A.9","","","00999660","","","ENG","https://www.proquest.com/docview/2203600353?accountid=11226&bdid=72302&_bd=xjcQplimr0NwxrOmjEaW6NsOetw%3D",""
"Weeding Out Dubious Marijuana Science","","Berenson, Alex","Wall Street Journal","Newspapers","","","","2019-05-06","May 6, 2019","A.19","","","00999660","","","ENG","https://www.proquest.com/docview/2220125337?accountid=11226&bdid=72302&_bd=1oPSFc3L6s1J2PA4uG8YJNwJ3GI%3D",""
"U.S. News: Illegal Guns Fuel Rise in Murders in Washington","","Calvert, Scott","Wall Street Journal","Newspapers","","","","2019-01-05","Jan 5, 2019","A.3","","","00999660","","","ENG","https://www.proquest.com/docview/2163316186?accountid=11226&bdid=72302&_bd=Avtci55meM8DpH%2BO%2FZdGsB86%2Fow%3D",""
"U.S. News: Baltimore Picks Another Police Chief","","Calvert, Scott","Wall Street Journal","Newspapers","","","","2019-01-09","Jan 9, 2019","A.3","","","00999660","","","ENG","https://www.proquest.com/docview/2164966690?accountid=11226&bdid=72302&_bd=6dzmaIG9rdQBamuKtWhPJ7PpU%2BE%3D",""
"Not all cities are part of Ariz. population boom","People leave small towns for bigger opportunities","","Arizona Republic","Newspapers","","","","2019-06-04","Jun 4, 2019","A.3","","","08928711","","","ENG","https://www.proquest.com/docview/2619858179?accountid=11226&bdid=72302&_bd=LDlF2pphyvK7I%2FzKnspJdlkHWc0%3D",""
"U.S. News: At Barr Hearing, Senators on Panel Also in Spotlight","","Tau, Byron; Gurman, Sadie","Wall Street Journal","Newspapers","","","","2019-01-14","Jan 14, 2019","A.6","","A.6","00999660","","","ENG","https://www.proquest.com/docview/2166663171?accountid=11226&bdid=72302&_bd=VrI9GpVei3FPZApOJvtFebWJ474%3D",""
"For Most Asylum Seekers, New Rule Ends 'All Hope'","[Foreign Desk]","Azam, Ahmed; Villegas, Paulina","New York Times","Newspapers","","","","2019-09-13","Sep 13, 2019","A.18","","A.18","03624331","","","ENG","https://www.proquest.com/docview/2289224236?accountid=11226&bdid=72302&_bd=9uKH6i5oaE8UPKhQnMkRDRqB91o%3D",""
"A bleeding Chicago can't afford this Lightfoot-Preckwinkle kerfuffle","","","Chicago Tribune","Newspapers","","","","2019-09-12","Sep 12, 2019","15","","","10856706","","","ENG","https://www.proquest.com/docview/2288589081?accountid=11226&bdid=72302&_bd=U3LzqYbpBgeNa6sfRp50KFaKbxk%3D",""
"Missouri mayors push for limiting youth access to guns -- with governor's blessing","","Erickson, Kurt","St. Louis Post - Dispatch","Newspapers","","","","2019-11-26","Nov 26, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2320837600?accountid=11226&bdid=72302&_bd=9KXwvbVQwSLOd09T%2BjzKCjhXRlk%3D",""
"Chief defends officers amid controversy; LAPD Metro division did not seek out black drivers for traffic stops, Moore says at conference of leaders.","","Chang, Cindy; Poston, Ben; Rubin, Joel","Los Angeles Times","Newspapers","","","","2019-02-08","Feb 8, 2019","B.1","","B.1","04583035","","","ENG","https://www.proquest.com/docview/2177051110?accountid=11226&bdid=72302&_bd=KXRD6ed73CIYNebwui3o%2BlVrvGA%3D",""
"U.S. News: Southern-Border Arrests at 12-Year High","","Hackman, Michelle; Caldwell, Alicia A","Wall Street Journal","Newspapers","","","","2019-10-30","Oct 30, 2019","A.5","","","00999660","","","ENG","https://www.proquest.com/docview/2310175449?accountid=11226&bdid=72302&_bd=K4MeCAS7yDEirkBHiq%2FA7kJTxQc%3D",""
"World News: Hate-Group Threat Seen to Be Growing","","Bertrand, Benoit","Wall Street Journal","Newspapers","","","","2019-10-10","Oct 10, 2019","A.8","","","00999660","","","ENG","https://www.proquest.com/docview/2302965271?accountid=11226&bdid=72302&_bd=UUhI9PDs6w9guU6yekuLss0alog%3D",""
"An Uptick in Hate Crimes Against Jews","[Metropolitan Desk]","Otterman, Sharon","New York Times","Newspapers","","","","2019-02-19","Feb 19, 2019","A.18","","A.18","03624331","","","ENG","https://www.proquest.com/docview/2183003868?accountid=11226&bdid=72302&_bd=KZtbfzltOgTZE2hqu38lLi7c3cw%3D",""
"Gilbert's the best city in Arizona to raise a family, WalletHub says","","O'Sullivan, Serena","Arizona Republic","Newspapers","","","","2019-07-31","Jul 31, 2019","Z.26","","","08928711","","","ENG","https://www.proquest.com/docview/2266815972?accountid=11226&bdid=72302&_bd=luMZUpJIHY06viQHR6w983eS294%3D",""
"These reportedly are safest cities, towns in AZ","","Soto, Nicole","Arizona Republic","Newspapers","","","","2019-11-06","Nov 6, 2019","Z.1_2","","","08928711","","","ENG","https://www.proquest.com/docview/2312136846?accountid=11226&bdid=72302&_bd=LQtxoh5jYHypR0GnPLuqsI1R2Bo%3D",""
"U.S. News: Johns Hopkins Pushes for Police Force","","Calvert, Scott","Wall Street Journal","Newspapers","","","","2019-02-02","Feb 2, 2019","A.3","","","00999660","","","ENG","https://www.proquest.com/docview/2174662086?accountid=11226&bdid=72302&_bd=mF71RPwGBwkJtq%2BAq%2BVXGH12Iik%3D",""
"These reportedly are safest cities, towns in AZ","","Soto, Nicole","Arizona Republic","Newspapers","","","","2019-11-06","Nov 6, 2019","Z.116","","","08928711","","","ENG","https://www.proquest.com/docview/2312135519?accountid=11226&bdid=72302&_bd=G3uleqrw0vsYqvm8zwJI0XqT6tk%3D",""
"LAPD drops controversial predictive policing tool; Chief suggests changes to data programs after audit and critics flag them for possible bias.","","Puente, Mark","Los Angeles Times","Newspapers","","","","2019-04-06","Apr 6, 2019","B.1","","B.1","04583035","","","ENG","https://www.proquest.com/docview/2203574011?accountid=11226&bdid=72302&_bd=g0by8chRnMo4CFe4p2wSDGsUb6w%3D",""
"Exodus and Chicago","New census numbers will jump-start remap hypocrisy","McQueary, Kristen","Chicago Tribune","Newspapers","","","","2019-12-17","Dec 17, 2019","12","","","10856706","","","ENG","https://www.proquest.com/docview/2327247868?accountid=11226&bdid=72302&_bd=Dl%2FVmKTl26mArfjDZ0SKFkmDWdI%3D",""
"Tough-on-Crime Conservative Dropped Into the Chaos of the Russia Inquiry","[National Desk]","Benner, Katie","New York Times","Newspapers","","","","2019-01-10","Jan 10, 2019","A.15","","","03624331","","","ENG","https://www.proquest.com/docview/2165563920?accountid=11226&bdid=72302&_bd=%2BWUMkvJExql8lXn8%2B7LhHp0YIqI%3D",""
"Who Pulls the Trigger in a Mass Shooting? Data Reveals Five Profiles.","","Peterson, Jillian; Densley, James","Los Angeles Times","Newspapers","","","","2019-11-17","Nov 17, 2019","A.25","","","","","","ENG","https://www.proquest.com/docview/2353261280?accountid=11226&bdid=72302&_bd=d8tHyTtNi0OXF%2Fw4oI0C0jzliAs%3D",""
"America's Inner-City Cartels","","Woodson, Robert L","Wall Street Journal","Newspapers","","","","2019-11-19","Nov 19, 2019","A.17","","","00999660","","","ENG","https://www.proquest.com/docview/2315414124?accountid=11226&bdid=72302&_bd=r9dlxJ3xZp3NCR2WTaG3VDkOaUI%3D",""
"A bind for Metro cops; In progressive L.A., elite police unit is under pressure to battle not only crime, but perception of racial bias","","Chang, Cindy","Los Angeles Times","Newspapers","","","","2019-04-21","Apr 21, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2211712735?accountid=11226&bdid=72302&_bd=kIqUTfaRfQ5Nhbn401vd93wx%2BwM%3D",""
"U.S. News: Chicago to Vote in Wide-Open Mayor's Race","","Belkin, Douglas; Ailworth, Erin","Wall Street Journal","Newspapers","","","","2019-02-25","Feb 25, 2019","A.3","","","00999660","","","ENG","https://www.proquest.com/docview/2185487825?accountid=11226&bdid=72302&_bd=JMdknK%2FJYjsdeCoiQE%2B%2BluB9dm0%3D",""
"Gunmen Open Fire Outside Bar in Trenton, Injuring 10","[National Desk]","Kilgannon, Corey; Hurdle, Jon","New York Times","Newspapers","","","","2019-05-26","May 26, 2019","A.24","","A.24","03624331","","","ENG","https://www.proquest.com/docview/2230019714?accountid=11226&bdid=72302&_bd=CX4ruivYULzM0xM8UyjDBm9yZxE%3D",""
"Don't Let Crime Alerts Leave You Stressed","[Review]","Chen, Brian X","New York Times","Newspapers","","","","2019-05-30","May 30, 2019","B.6","","B.6","03624331","","","ENG","https://www.proquest.com/docview/2231697389?accountid=11226&bdid=72302&_bd=PdT8J%2Fqf3HqWrcp6z6JWSQ0iH1M%3D",""
"Editorial: Trump's border policies are rooted in plain falsehoods. What does that say?","","","St. Louis Post - Dispatch","Newspapers","","","","2019-02-12","Feb 12, 2019","A.10","","","19309600","","","ENG","https://www.proquest.com/docview/2178574787?accountid=11226&bdid=72302&_bd=lLUmc3gvArAgD34eAjj0ztMH0to%3D",""
"Aspiring rapper is arrested in Hussle's death; The suspect, who bragged about guns and violence, had a personal dispute with the star, police say.","","Winton, Richard; Puente, Mark; Chang, Cindy","Los Angeles Times","Newspapers","","","","2019-04-03","Apr 3, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2202082362?accountid=11226&bdid=72302&_bd=AkP9p91OteQVHVmjaTY3p7YgTCk%3D",""
"Texas Border City's Message for Trump: Don't Speak for Us","[National Desk]","Romero, Simon","New York Times","Newspapers","","","","2019-02-11","Feb 11, 2019","A.9","","A.9","03624331","","","ENG","https://www.proquest.com/docview/2178074512?accountid=11226&bdid=72302&_bd=JlFRBswv0LKdTBfygnJVmguHvhY%3D",""
"USC student shot, killed near campus; Son of an Oakland councilwoman was attacked in an apparent robbery.","","Newberry, Laura","Los Angeles Times","Newspapers","","","","2019-03-11","Mar 11, 2019","B.1","","B.1","04583035","","","ENG","https://www.proquest.com/docview/2189398832?accountid=11226&bdid=72302&_bd=%2FkAZwhdvo1G%2BJXODpP02jHd6LAA%3D",""
"'Where's the proof?'","After 9 years, mom close to getting new review of fatal police shooting of her son","Williams-Harris, Deanese; Lee, William","Chicago Tribune","Newspapers","","","","2019-05-13","May 13, 2019","1","","","10856706","","","ENG","https://www.proquest.com/docview/2223712351?accountid=11226&bdid=72302&_bd=xAgmxPam2oHAYysYGT5Twcul2Bk%3D",""
"Letters for Wednesday, Sept. 25","","","St. Louis Post - Dispatch","Newspapers","","","","2019-09-25","Sep 25, 2019","A.12","","","19309600","","","ENG","https://www.proquest.com/docview/2296615717?accountid=11226&bdid=72302&_bd=o7O%2FuP3etYFWrsXidvpVjLm5BCQ%3D",""
"Study Finds a Deportation Program Has Little Effect on Crime Rates","[National Desk]","Flagg, Anna","New York Times","Newspapers","","","","2019-09-24","Sep 24, 2019","A.18","","A.18","03624331","","","ENG","https://www.proquest.com/docview/2295921566?accountid=11226&bdid=72302&_bd=tSBLaWtROvX5sLUobVR4x7TH%2FP4%3D",""
"Home services, food delivery hard to come by in certain parts of St. Louis","","O'Dea, Janelle","St. Louis Post - Dispatch","Newspapers","","","","2019-05-03","May 3, 2019","B.1","","","19309600","","","ENG","https://www.proquest.com/docview/2218941101?accountid=11226&bdid=72302&_bd=L8qQGat6KQMb4OyzZwCY%2Bqh5wV0%3D",""
"Setting the record straight on my life","","Hunt, Randall","Orlando Sentinel","Newspapers","","","","2019-03-21","Mar 21, 2019","A.15","","","","","","ENG","https://www.proquest.com/docview/2194490631?accountid=11226&bdid=72302&_bd=66MMvrtryGHwcd3zWn6fGgvBHdo%3D",""
